Description,Date,Credit,Debit
701-3442364-4629054,01/12/2021,15.99,
701-4243329-8542662,30/11/2021,8.99,
701-6957622-7776240,30/11/2021,10.48,
701-6032876-0729865,30/11/2021,10.48,
701-3246397-9961865,30/11/2021,6.99,
702-3412403-0646603,30/11/2021,15.99,
702-2585862-9332261,29/11/2021,8.99,
701-9617301-7614603,29/11/2021,10.48,
701-9656675-1394627,29/11/2021,28.48,
702-8827215-4401056,29/11/2021,6.99,
701-3928056-1442611,28/11/2021,38.39,
701-2542049-0715446,28/11/2021,8.99,
701-2542049-0715446,28/11/2021,8.99,
701-2542049-0715446,28/11/2021,8.99,
701-2542049-0715446,28/11/2021,8.99,
701-7741742-1825002,27/11/2021,8.99,
701-6705042-1259442,27/11/2021,8.99,
701-4371686-3471462,27/11/2021,8.99,
701-2351512-7875427,27/11/2021,8.99,
701-6728630-6283409,26/11/2021,8.99,
701-4774325-3322667,26/11/2021,15.99,
702-0093135-5429870,26/11/2021,8.99,
702-4911232-8137017,25/11/2021,9.99,
701-7632281-7453049,25/11/2021,6.99,
702-7499513-7199445,24/11/2021,11.99,
701-4562880-6615402,24/11/2021,8.99,
701-4281498-9817807,24/11/2021,8.99,
701-5926739-7527400,23/11/2021,10.48,
701-3239313-9667436,23/11/2021,20.48,
701-9340736-8284216,23/11/2021,10.48,
701-4264985-9528216,22/11/2021,15.99,
701-4915466-7973839,22/11/2021,8.99,
702-6232883-2252223,21/11/2021,8.99,
702-0555745-3004201,21/11/2021,7.99,
702-7262080-4473010,21/11/2021,13.99,
701-6314120-3065866,21/11/2021,10.48,
702-0944734-1473019,21/11/2021,22.48,
702-7662586-8120224,20/11/2021,20.48,
701-0369244-1812210,20/11/2021,8.99,
701-1329543-9217832,20/11/2021,12.31,
701-1212547-7790645,20/11/2021,8.99,
702-7416434-0569834,19/11/2021,8.99,
702-5529053-4029802,18/11/2021,12.99,
702-9862929-8889811,18/11/2021,12.99,
701-5125587-1394661,17/11/2021,8.99,
701-8472694-5304268,16/11/2021,10.48,
702-3497170-5036255,15/11/2021,18.47,
701-1517273-7129849,15/11/2021,7.99,
702-3257587-0568223,14/11/2021,8.99,
702-7209804-4869007,14/11/2021,13.99,
701-7079839-8870661,14/11/2021,9.99,
702-4637117-8874652,11/11/2021,9.99,
701-0455611-5821001,11/11/2021,6.99,
702-6983012-8853060,08/11/2021,5.99,
702-6983012-8853060,08/11/2021,8.99,
702-4395524-5353808,08/11/2021,7.99,
701-8339109-8133804,08/11/2021,10.48,
701-9067873-9937863,08/11/2021,7.99,
701-8386626-2457067,08/11/2021,18.98,
701-9256774-8645847,06/11/2021,7.99,
