Description,Date,Credit,Debit
702-2649232-8206638,01/07/2021,8.99,
701-9787797-0244268,29/06/2021,8.99,
702-3931724-8886665,29/06/2021,8.99,
701-5907830-0081006,28/06/2021,8.99,
701-8364190-4546624,28/06/2021,15.99,
701-8364190-4546624,28/06/2021,15.99,
702-7013629-2093816,27/06/2021,8.99,
701-0275738-4409813,27/06/2021,15.99,
702-2903722-4012257,26/06/2021,7.99,
701-6924493-8821853,26/06/2021,8.99,
702-9035798-2210665,25/06/2021,15.99,
702-9035798-2210665,25/06/2021,15.99,
702-2722927-3043433,25/06/2021,8.99,
701-2904234-4014646,25/06/2021,8.99,
702-5101963-3713836,24/06/2021,8.99,
702-9732868-9348230,24/06/2021,7.99,
701-2240329-2903423,24/06/2021,18.48,
702-4676292-4235453,24/06/2021,8.99,
701-0052359-7929077,22/06/2021,8.99,
701-2127689-4053856,22/06/2021,7.99,
702-1709825-4655421,22/06/2021,5.99,
701-1553806-1447400,21/06/2021,7.99,
702-7126888-5883412,21/06/2021,15.98,
702-5037418-3733862,21/06/2021,9.99,
701-1703300-1682601,21/06/2021,8.99,
701-7848370-2294630,21/06/2021,8.99,
701-1070601-2576210,20/06/2021,17.98,
701-9774743-8322631,20/06/2021,7.99,
702-5106328-6303407,20/06/2021,8.99,
701-8756943-2661828,19/06/2021,7.99,
702-8436231-2843409,19/06/2021,15.98,
702-8132837-6617012,19/06/2021,8.99,
702-3952332-0143459,18/06/2021,7.99,
701-9669238-0783449,18/06/2021,8.99,
701-8220950-8546665,17/06/2021,7.99,
701-0393869-6165802,17/06/2021,8.99,
701-6516651-8445839,17/06/2021,7.99,
702-9171583-8761813,16/06/2021,7.99,
701-2881118-3353062,16/06/2021,7.99,
702-7430489-5028249,16/06/2021,8.99,
702-3861926-7507414,15/06/2021,8.99,
702-3634741-7476207,15/06/2021,7.99,
701-6592403-6333836,15/06/2021,25.99,
701-8069214-5186624,14/06/2021,8.99,
701-8069214-5186624,14/06/2021,8.99,
701-1172394-3711469,14/06/2021,8.99,
702-8926351-7425003,13/06/2021,8.99,
701-4814137-9498650,12/06/2021,7.99,
702-2135052-8545869,12/06/2021,7.99,
702-0401982-9489011,12/06/2021,14.54,
702-6347942-0973047,12/06/2021,8.99,
701-4858701-1065005,12/06/2021,7.99,
701-0330084-4177837,11/06/2021,7.99,
701-0330084-4177837,11/06/2021,7.99,
702-6308390-9253027,11/06/2021,8.99,
702-1922258-0282620,11/06/2021,8.99,
701-5365716-3187467,10/06/2021,7.99,
701-5365716-3187467,10/06/2021,7.99,
702-0652773-3457048,10/06/2021,15.99,
701-9215732-5239426,10/06/2021,8.99,
701-4218074-5981837,09/06/2021,8.99,
701-0981986-9814606,08/06/2021,7.99,
701-1928059-8383422,08/06/2021,7.99,
702-6045544-5118657,07/06/2021,7.99,
701-1498240-1109009,07/06/2021,7.99,
701-2441895-6044264,07/06/2021,7.99,
702-4077717-9101803,07/06/2021,17.98,
702-8748875-7229841,05/06/2021,9.99,
701-7236560-9761867,04/06/2021,15.99,
702-8527710-2969025,04/06/2021,8.99,
702-8167115-2669846,04/06/2021,8.99,
701-9684438-0336236,04/06/2021,7.99,
702-5703651-9347455,03/06/2021,8.99,
702-1515990-4333008,03/06/2021,7.99,
702-6371728-3325037,02/06/2021,8.99,
701-7804322-1836269,02/06/2021,7.99,
112-5843996-2406607,01/07/2021,11.99,
113-9599488-5598669,01/07/2021,11.99,
111-9251953-6774617,30/06/2021,7.99,
112-8347347-4453864,30/06/2021,13.99,
113-1369459-3560253,30/06/2021,7.99,
114-0637075-0646602,30/06/2021,7.99,
113-7299680-8168242,30/06/2021,18.65,
113-7299680-8168242,30/06/2021,21.32,
113-5548894-9924228,30/06/2021,13.99,
113-5548894-9924228,30/06/2021,13.99,
112-8754415-6779412,30/06/2021,7.99,
111-2310914-0689020,30/06/2021,7.99,
112-0435431-0429043,30/06/2021,13.99,
112-8684292-2209863,29/06/2021,7.99,
111-6283058-2349069,29/06/2021,7.99,
111-7332894-1499440,29/06/2021,21.98,
111-5342211-9045053,29/06/2021,7.99,
114-7137407-1922642,29/06/2021,7.99,
112-4318779-0605824,29/06/2021,13.99,
113-9828960-5690617,29/06/2021,13.99,
111-8810805-2116205,29/06/2021,7.99,
112-7525444-7422653,29/06/2021,7.99,
112-7525444-7422653,29/06/2021,7.99,
111-5678157-5090631,28/06/2021,15.98,
113-8978519-6946630,28/06/2021,7.99,
111-5053571-2515407,28/06/2021,7.99,
111-0000018-4349022,28/06/2021,23.98,
113-2711521-1137865,28/06/2021,15.98,
111-5094368-1412250,28/06/2021,11.99,
114-6094657-5792243,28/06/2021,7.99,
114-2688020-1852250,27/06/2021,7.99,
113-9674812-3242662,27/06/2021,7.99,
111-8408278-9721018,27/06/2021,7.99,
113-6179632-5745803,27/06/2021,0.00,
112-0048154-2669858,27/06/2021,15.98,
111-6656731-8044219,27/06/2021,7.99,
114-6511122-1828237,27/06/2021,15.98,
114-3520115-0424202,26/06/2021,7.99,
114-7130692-3564227,26/06/2021,7.99,
111-2235047-1245857,25/06/2021,13.99,
112-1588164-0328251,25/06/2021,6.99,
113-0201782-1053859,24/06/2021,7.99,
113-4096374-6629048,24/06/2021,13.99,
111-3023261-6415433,24/06/2021,7.99,
113-3617968-7507462,24/06/2021,7.99,
113-5104339-5980251,24/06/2021,23.97,
111-6933411-0131462,24/06/2021,11.99,
112-6443255-6683422,24/06/2021,18.99,
112-7456793-6805051,24/06/2021,29.98,
111-0010896-0185821,24/06/2021,7.99,
111-0010896-0185821,24/06/2021,7.99,
113-7502178-9667423,24/06/2021,7.99,
113-6104734-8243464,24/06/2021,8.15,
111-0404775-8597809,23/06/2021,7.99,
111-9399541-8065022,23/06/2021,13.99,
111-6608576-0862612,23/06/2021,7.99,
112-1992994-1172219,23/06/2021,15.98,
114-7305025-6621835,23/06/2021,11.99,
112-7569277-9757057,23/06/2021,7.99,
112-7569277-9757057,23/06/2021,7.99,
112-7920896-9982660,23/06/2021,7.99,
113-2793064-6267465,23/06/2021,7.99,
111-5180301-9357020,23/06/2021,13.99,
112-4046496-8578606,23/06/2021,7.99,
114-0533778-4078631,22/06/2021,7.99,
114-5740014-3745840,22/06/2021,7.99,
114-5740014-3745840,22/06/2021,7.99,
112-8185236-3617841,22/06/2021,23.98,
112-4565450-0828262,22/06/2021,8.29,
114-6356126-0036248,22/06/2021,7.99,
111-9585505-0717840,22/06/2021,11.99,
112-3896712-2071402,22/06/2021,7.99,
112-2842080-9841042,22/06/2021,7.99,
111-1518667-2897843,22/06/2021,25.97,
114-8161091-4447412,22/06/2021,15.98,
112-1186938-0177831,22/06/2021,7.99,
114-1208679-7900263,22/06/2021,23.98,
111-5183563-7497853,22/06/2021,13.99,
114-9752321-2153808,21/06/2021,13.99,
113-1048317-7213859,21/06/2021,15.98,
113-9197146-4905831,21/06/2021,7.99,
112-9375802-9629043,21/06/2021,7.99,
112-9375802-9629043,21/06/2021,7.99,
112-9375802-9629043,21/06/2021,7.99,
112-1122813-5954604,21/06/2021,7.99,
113-6278103-4709803,21/06/2021,11.99,
114-8249037-4869838,21/06/2021,7.99,
114-9173140-8273034,21/06/2021,7.99,
114-9173140-8273034,21/06/2021,7.99,
112-2103898-8281825,21/06/2021,7.99,
114-5814213-5813052,21/06/2021,6.99,
114-5814213-5813052,21/06/2021,7.99,
114-3940419-5925041,21/06/2021,7.99,
113-3912914-2463447,21/06/2021,49.97,
114-9685241-4025839,20/06/2021,7.99,
114-9685241-4025839,20/06/2021,7.99,
111-2963609-6765868,20/06/2021,7.99,
114-9575747-0366615,20/06/2021,7.99,
114-2601963-9901807,20/06/2021,7.99,
113-3942642-7583426,20/06/2021,7.99,
114-4058495-5599462,20/06/2021,19.98,
112-1851755-8303404,20/06/2021,7.99,
112-1851755-8303404,20/06/2021,7.99,
114-8080286-3290633,20/06/2021,7.99,
111-9574260-1395404,20/06/2021,7.99,
111-8084732-9862649,19/06/2021,17.98,
112-2514475-3047400,19/06/2021,9.49,
113-2131796-4373012,19/06/2021,7.99,
111-6528536-2857823,19/06/2021,11.99,
114-6914076-7498637,19/06/2021,25.97,
113-6246155-6569849,19/06/2021,7.99,
113-5990287-6220268,18/06/2021,13.99,
113-0564842-8887439,18/06/2021,15.99,
113-3073665-5477836,18/06/2021,13.99,
114-1035891-3067457,18/06/2021,7.99,
114-1035891-3067457,18/06/2021,7.99,
114-1035891-3067457,18/06/2021,7.99,
114-1035891-3067457,18/06/2021,7.99,
114-1035891-3067457,18/06/2021,7.99,
114-4930055-6233038,18/06/2021,13.99,
112-1531875-5332243,18/06/2021,7.99,
112-7910842-3823443,18/06/2021,7.99,
112-7910842-3823443,18/06/2021,7.99,
114-8698684-9577057,18/06/2021,7.99,
114-8698684-9577057,18/06/2021,7.99,
114-8698684-9577057,18/06/2021,7.99,
113-1031279-2516227,18/06/2021,7.99,
112-9682535-1033831,18/06/2021,15.98,
112-1512953-6837023,18/06/2021,7.99,
112-5187584-3994627,18/06/2021,7.99,
112-0079742-7081841,18/06/2021,7.99,
113-8953675-0985830,18/06/2021,7.99,
112-0761600-5474637,18/06/2021,7.99,
112-5660419-4101059,18/06/2021,7.99,
112-5660419-4101059,18/06/2021,7.99,
114-2150753-5293041,18/06/2021,7.99,
113-9331377-7494662,17/06/2021,7.99,
114-4176216-7165016,17/06/2021,7.99,
112-6263575-0214625,17/06/2021,11.99,
114-6633666-7491448,17/06/2021,11.99,
114-4345606-4584211,17/06/2021,7.99,
113-5445324-6574656,17/06/2021,7.99,
113-9348097-0525023,17/06/2021,7.99,
112-9485495-0247425,17/06/2021,13.99,
114-3475155-9873012,17/06/2021,11.99,
