Description,Date,Credit,Debit
701-2658147-3308254,01/10/2021,10.48,
701-3910522-0718623,01/10/2021,10.48,
702-7558227-0254626,01/10/2021,18.48,
702-4139802-8526663,30/09/2021,10.48,
701-7441121-5123446,30/09/2021,6.99,
701-7686280-9255400,30/09/2021,13.99,
701-7686280-9255400,30/09/2021,7.99,
701-7686280-9255400,30/09/2021,7.99,
702-7755219-3897868,30/09/2021,6.99,
702-9491947-9720261,30/09/2021,7.99,
702-2753186-8845822,30/09/2021,8.99,
702-8993015-3205850,29/09/2021,6.99,
702-4936402-7318635,29/09/2021,10.48,
702-4859616-0101055,29/09/2021,6.99,
702-0871741-0159405,29/09/2021,6.99,
702-4755429-4058663,29/09/2021,6.99,
702-9595793-3341022,29/09/2021,10.48,
702-8740705-5837020,29/09/2021,10.48,
702-8084615-8326621,29/09/2021,6.99,
701-7561006-6927450,28/09/2021,10.48,
701-7107957-7086604,27/09/2021,7.99,
702-8641243-7898639,24/09/2021,6.99,
702-7432753-8666659,22/09/2021,8.99,
702-6278777-7008223,22/09/2021,7.99,
702-6278777-7008223,22/09/2021,7.99,
701-2468012-7880221,21/09/2021,10.48,
702-7762675-8099454,21/09/2021,13.99,
702-3217569-3516268,21/09/2021,5.99,
702-9462923-1916212,20/09/2021,13.98,
701-1208611-3116200,17/09/2021,13.99,
701-0420388-9933811,17/09/2021,13.99,
701-8464179-0206667,17/09/2021,13.99,
702-6692817-5709059,15/09/2021,17.98,
701-7138221-9079426,15/09/2021,5.99,
702-1677219-4605025,14/09/2021,7.99,
701-5748893-4318623,12/09/2021,8.99,
701-5748893-4318623,12/09/2021,7.99,
702-9987670-2953862,11/09/2021,7.99,
701-4965135-6815423,10/09/2021,10.48,
701-7449838-9049857,10/09/2021,5.99,
701-5001469-5662623,10/09/2021,9.99,
701-5001469-5662623,10/09/2021,9.99,
701-9184392-8933827,10/09/2021,7.99,
702-8983762-3345051,10/09/2021,5.99,
701-9211640-0517820,09/09/2021,18.47,
701-7295589-8813832,08/09/2021,15.99,
701-6254878-4065848,08/09/2021,7.99,
701-3433179-5017034,07/09/2021,5.99,
701-4872017-0681045,07/09/2021,8.99,
702-2886076-0852201,06/09/2021,13.99,
702-1484644-7881018,06/09/2021,18.48,
701-5390653-7247402,06/09/2021,13.99,
701-4176423-9962645,04/09/2021,8.99,
701-0520675-0929805,04/09/2021,8.99,
701-4556864-3716265,04/09/2021,7.99,
702-6802869-4818620,01/09/2021,7.99,
114-6435803-6320267,01/10/2021,7.99,
113-5952736-4835411,30/09/2021,13.99,
111-0857760-8135454,30/09/2021,6.99,
114-7216222-1324208,30/09/2021,7.99,
113-4528920-8822647,30/09/2021,13.99,
113-2427587-2875410,30/09/2021,11.99,
112-7494473-9002667,29/09/2021,13.99,
113-5762504-5913017,29/09/2021,11.99,
112-0127151-2561840,29/09/2021,9.99,
113-2482589-1955427,28/09/2021,13.99,
114-0857153-4154653,28/09/2021,7.99,
114-4283784-0459411,28/09/2021,13.99,
114-4283784-0459411,28/09/2021,13.99,
114-2603161-7418623,27/09/2021,13.99,
113-7574900-3913028,27/09/2021,7.99,
112-2391061-1894632,27/09/2021,11.99,
111-2286940-2348240,27/09/2021,11.99,
113-5102536-0633840,27/09/2021,13.99,
112-4415518-6695412,27/09/2021,7.99,
112-4415518-6695412,27/09/2021,7.99,
114-6729912-7048263,27/09/2021,7.99,
112-4285875-4021837,27/09/2021,11.99,
111-3172264-0089864,27/09/2021,29.98,
112-8745259-7878658,26/09/2021,7.99,
114-0462401-0029856,26/09/2021,13.99,
112-2005333-6712209,26/09/2021,29.98,
113-6946521-7337864,26/09/2021,13.99,
112-3323194-0525832,26/09/2021,7.99,
112-3832823-7825050,26/09/2021,13.99,
111-5428768-5222609,26/09/2021,6.99,
111-5199805-5013861,25/09/2021,8.83,
113-1286992-1640232,25/09/2021,13.99,
114-5109580-2110617,24/09/2021,11.99,
113-5959432-1455462,24/09/2021,13.99,
111-3217859-3770645,24/09/2021,7.99,
111-5064715-6005048,24/09/2021,7.99,
111-6719506-9033841,24/09/2021,7.99,
111-4108061-6946602,24/09/2021,15.98,
112-7397842-0774624,24/09/2021,11.99,
113-0457585-9877066,24/09/2021,11.99,
114-2044398-6677836,24/09/2021,14.10,
113-0315736-6983435,23/09/2021,17.99,
114-9287828-8775400,23/09/2021,16.98,
114-8548755-3643466,23/09/2021,7.99,
111-3683987-1173012,22/09/2021,7.99,
111-3683987-1173012,22/09/2021,7.99,
111-3683987-1173012,22/09/2021,13.99,
114-7994483-0569830,22/09/2021,11.99,
114-9261406-2922601,22/09/2021,11.99,
113-0554878-1400232,22/09/2021,7.99,
111-0553078-9725818,21/09/2021,6.99,
111-0553078-9725818,21/09/2021,11.99,
112-8573398-5962651,21/09/2021,7.99,
113-6134790-7266652,21/09/2021,13.99,
112-3123735-0394617,21/09/2021,7.99,
111-6048411-4142660,21/09/2021,11.99,
111-9821661-1178621,21/09/2021,6.99,
113-4931941-7401802,21/09/2021,6.99,
114-4095849-8387423,20/09/2021,6.99,
111-4077888-3812254,20/09/2021,13.99,
114-6469717-3858651,20/09/2021,11.99,
111-9341493-1196254,20/09/2021,7.99,
111-5836732-6533062,19/09/2021,17.99,
111-6852825-9759454,19/09/2021,13.99,
112-5920269-6521034,19/09/2021,6.99,
114-4994597-6448214,19/09/2021,17.99,
111-3774843-1330634,19/09/2021,11.99,
114-2598988-1070650,18/09/2021,13.99,
114-1417708-5637808,18/09/2021,7.99,
111-1567949-3276203,18/09/2021,31.98,
114-4909261-4022647,18/09/2021,11.99,
114-4570271-3334621,18/09/2021,15.99,
112-7920566-9993828,18/09/2021,7.19,
111-0155150-1295419,18/09/2021,6.99,
112-0092834-9302624,17/09/2021,13.99,
113-9971380-3714667,17/09/2021,13.99,
111-8771802-2938622,17/09/2021,6.99,
112-8853140-5360263,17/09/2021,7.99,
111-1055552-1665830,17/09/2021,7.99,
111-9723174-5927423,17/09/2021,11.99,
114-1037194-7576257,16/09/2021,11.99,
111-8073607-6713005,16/09/2021,11.99,
114-7444231-4749868,16/09/2021,11.99,
113-8008453-2061025,15/09/2021,17.99,
113-4344684-6905834,15/09/2021,13.99,
112-4842478-8916242,15/09/2021,6.99,
114-3995878-8254646,15/09/2021,7.99,
112-0842689-9584214,14/09/2021,7.99,
112-3597253-0561055,14/09/2021,11.99,
114-8429096-4407469,14/09/2021,11.99,
113-9060230-1837012,14/09/2021,11.99,
114-3408235-6236208,14/09/2021,18.74,
113-9833576-1287437,14/09/2021,6.99,
114-5589475-1124241,13/09/2021,13.99,
114-8585201-9165036,12/09/2021,6.99,
111-5226352-2217005,12/09/2021,7.99,
112-5479431-9964240,12/09/2021,17.99,
